(1, 8, 9)
(33, 46, 4)
(37, 54, 23)
(0, 17, 37)
(9, 18, 40)
(14, 83, 7)
(29, 10, 48)
(0, 40, 41)
(3, 20, 35)
(26, 24, 31)
(44, 30, 31)
(37, 53, 25)
(39, 84, 27)
(46, 12, 20)
(31, 89, 2)
(28, 13, 24)
(15, 44, 25)
(39, 16, 25)
(17, 100, 28)
(15, 73, 47)
(15, 62, 45)
(3, 62, 20)
(34, 8, 45)
(12, 100, 44)
(47, 67, 5)
(41, 51, 33)
(28, 27, 47)
(29, 56, 18)
(12, 42, 35)
(2, 37, 12)
(15, 7, 2)
(36, 3, 7)
(48, 88, 28)
(40, 88, 5)
(22, 77, 27)
(20, 47, 17)
(35, 58, 30)
(41, 31, 6)
(14, 9, 26)
(21, 16, 12)
(24, 26, 47)
(37, 5, 42)
(2, 40, 35)
(39, 36, 46)
(34, 11, 47)
(7, 9, 26)
(7, 48, 2)
(44, 83, 28)
(13, 88, 30)
(39, 24, 29)
(24, 18, 37)
(20, 90, 11)
(45, 94, 14)
(22, 75, 4)
(14, 62, 4)
(35, 52, 47)
(36, 25, 23)
(17, 14, 14)
(23, 95, 49)
(18, 37, 10)
(42, 10, 7)
(13, 3, 13)
(43, 26, 40)
(43, 12, 19)
(2, 2, 33)
(47, 95, 8)
(3, 22, 37)
(18, 74, 37)
(18, 66, 35)
(1, 95, 24)
(16, 75, 26)
(5, 6, 32)
(28, 63, 35)
(48, 68, 24)
(6, 52, 12)
(23, 29, 5)
(28, 96, 42)
(13, 47, 28)
(0, 64, 46)
(4, 75, 15)
(29, 39, 12)
(29, 62, 23)
(12, 22, 14)
(47, 48, 9)
(30, 25, 21)
(26, 40, 13)
(39, 58, 4)
(36, 68, 8)
(17, 77, 25)
(15, 51, 32)
(39, 97, 31)
(10, 24, 31)
(31, 95, 13)
(44, 47, 21)
(47, 82, 36)
(39, 83, 47)
(49, 3, 10)
(32, 7, 4)
(34, 92, 18)
(47, 73, 30)
(10, 25, 34)
(1, 100, 22)
(47, 56, 32)
(20, 7, 5)
(25, 9, 10)
(3, 62, 1)
(3, 21, 16)
(1, 58, 34)
(15, 55, 9)
(22, 20, 26)
(29, 44, 13)
(37, 29, 13)
(45, 40, 25)
(40, 61, 16)
(27, 40, 14)
(34, 76, 23)
(10, 53, 0)
(36, 52, 3)
(20, 44, 22)
(16, 37, 30)
(5, 17, 33)
(37, 41, 7)
(12, 87, 28)
(2, 11, 6)
(11, 3, 21)
(42, 6, 47)
(44, 80, 24)
(18, 40, 30)
(14, 84, 31)
(6, 48, 16)
(21, 77, 36)
(33, 61, 9)
(45, 63, 33)
(38, 46, 49)
(47, 87, 29)
(13, 90, 47)
(46, 2, 28)
(30, 56, 3)
(31, 16, 7)
(48, 74, 36)
(28, 15, 49)
(5, 39, 34)
(20, 65, 40)
(13, 53, 44)
(6, 48, 13)
(6, 3, 30)
(11, 18, 9)
(43, 80, 18)
(31, 23, 17)
(27, 73, 11)
(48, 45, 7)
(43, 84, 25)
(10, 10, 20)
(8, 15, 49)
(28, 35, 16)
(8, 42, 10)
(0, 100, 16)
(7, 91, 35)
(17, 81, 37)
(34, 48, 5)
(18, 87, 23)
(12, 88, 46)
(35, 76, 4)
(46, 61, 3)
(38, 37, 16)
(28, 72, 32)
(22, 2, 15)
(49, 95, 44)
(37, 27, 11)
(14, 39, 2)
(11, 21, 5)
(19, 21, 6)
(49, 63, 8)
(9, 50, 26)
(19, 73, 12)
(21, 61, 19)
(45, 64, 15)
(38, 11, 21)
(1, 75, 45)
(48, 24, 6)
(23, 63, 42)
(6, 80, 38)
(19, 52, 8)
(37, 79, 49)
(9, 61, 12)
(11, 85, 32)
(49, 9, 30)
(39, 6, 42)
(5, 35, 7)
(40, 18, 40)
(10, 13, 18)
(13, 63, 46)
(9, 75, 2)
(19, 72, 25)
(44, 31, 8)
(47, 96, 40)
(26, 15, 8)
(36, 52, 5)
(23, 40, 36)
